Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan_Degeri,Oy_Sayisi,Liste_Fiyati_Numeric,Yayin_Yili,Sayfa_Sayisi_Numeric,Ana_Kategori,Dil_Encoded,Cilt Tipi_Encoded,Kağıt Cinsi_Encoded,Ana_Kategori_Grouped,Ana_Kategori_Bilim & Mühendislik,Ana_Kategori_Diger,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam,Liste_Fiyati_Numeric_Normalized,Sayfa_Sayisi_Numeric_Normalized,Favorilere Ekleyen Kişi Sayısı_Normalized,Okuyacağım olarak işaretlenmiş sayısı_Normalized,Okuyorum olarak işaretlenmiş sayısı_Normalized,Okudum olarak işaretlenmiş sayısı_Normalized,Toplam Yorum Sayısı_Normalized,Puan_Degeri_Normalized,Oy_Sayisi_Normalized,Toplam Satılma Sayısı_Normalized
Kayıp Ağaçlar Adası,Kitap > Edebiyat > Roman (Yerli),Elif Şafak,DOĞAN KİTAP,5 / 5 (203 oy),3.787,276.0,45,476.0,"440,00",21.07.2023,TÜRKÇE,408,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,482.5,141.0,5.0,203.0,440.0,2023.0,408.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.8838526912181303,0.6530612244897959,0.013081174438687391,0.5018181818181818,0.0872093023255814,0.4994753410283316,0.37105263157894736,1.0,0.0222417969610218,0.9999999999999999
Sazlar ve Çamur,Kitap > Edebiyat > Roman (Çeviri),Vicente Blasco Ibanez,DEDALUS KİTAP,5 / 5 (9 oy),125.0,11.0,0,8.0,"260,00",20.02.2023,TÜRKÇE,252,Karton Kapak,13 x 20 cm,Kitap Kağıdı,301.0,4.0,5.0,9.0,260.0,2023.0,252.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4759206798866855,0.3877551020408163,0.4317789291882556,0.02,0.0,0.008394543546694649,0.010526315789473684,1.0,0.0008808632459810614,0.6230529595015576
Bu Topraklarda Biyoloji Eğitiminin ve Biliminin Öyküsü,Kitap > Bilim & Mühendislik > Diğer,Ali Demirsoy,SARMAL KİTABEVİ,,57.0,2.0,0,2.0,"250,00",18.04.2023,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,43.0,0.0,5.0,5.5,250.0,2023.0,160.0,Bilim & Mühendislik,0,1,3,Bilim & Mühendislik,1,0,0,0,0,0,0,0,0,0,0,0.45325779036827196,0.2312925170068027,0.19689119170984454,0.0036363636363636364,0.0,0.002098635886673662,0.0,1.0,0.000495485575864347,0.08722741433021806
Kırık Kalpler Atölyesi,Kitap > Edebiyat > Deneme (Yerli),Bilal Civelek,YEDİVEREN YAYIN GRUBU - KAMPANYA,5 / 5 (2 oy),33.0,4.0,0,1.0,"195,00",11.11.2022,TÜRKÇE,240,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,34.0,0.0,5.0,2.0,195.0,2022.0,240.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.32861189801699714,0.3673469387755102,0.11398963730569947,0.007272727272727273,0.0,0.001049317943336831,0.0,1.0,0.00011010790574763268,0.06853582554517135
Tarladan Turneye,Kitap > Edebiyat > Biyografi-Otobiyografi,İbrahim Koç,YEDİVEREN YAYIN GRUBU - KAMPANYA,,2.0,1.0,0,1.0,"233,00",26.10.2023,TÜRKÇE,264,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,15.0,0.0,5.0,5.5,233.0,2023.0,264.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.41473087818696885,0.40816326530612246,0.0069084628670120895,0.0018181818181818182,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.029075804776739357
Başlangıçta Eğitim Vardı !,Kitap > Eğitim > Rehber Kitaplar,Alice Miller,ARİON YAYINLARI,5 / 5 (34 oy),1.111,41.0,7,23.0,"480,00",09.08.2025,TÜRKÇE,326,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,482.5,18.0,5.0,34.0,480.0,2025.0,326.0,Eğitim,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.9745042492917846,0.5136054421768707,0.0038376511226252156,0.07454545454545454,0.013565891472868217,0.024134312696747116,0.04736842105263158,1.0,0.0036335608896718784,0.9999999999999999
Kısaca Paris,Kitap > Tarih > Araştırma-İnceleme,Eric Hazan,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (2 oy),93.0,9.0,0,3.0,"500,00",16.12.2022,TÜRKÇE,488,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,77.0,2.0,5.0,2.0,491.25,2022.0,488.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,1.0,0.7891156462585033,0.32124352331606215,0.016363636363636365,0.0,0.0031479538300104933,0.005263157894736842,1.0,0.00011010790574763268,0.15784008307372793
Pandora'nın Reçetesi,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,James Sheridan,PİNHAN YAYINCILIK-KAMPANYA,5 / 5 (26 oy),175.0,10.0,1,19.0,"670,00",24.04.2014,TÜRKÇE,480,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,188.0,14.0,5.0,26.0,491.25,2014.0,480.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,1.0,0.7755102040816326,0.6044905008635578,0.01818181818181818,0.001937984496124031,0.01993704092339979,0.03684210526315789,1.0,0.002752697643690817,0.3883696780893043
Aşka Teslim,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Sophie Jordan,PEGASUS YAYINLARI,4 / 5 (46 oy),274.0,15.0,0,44.0,"269,00",12.02.2014,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,369.0,14.0,4.0,46.0,269.0,2014.0,304.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.49631728045325774,0.4761904761904762,0.9464594127806563,0.02727272727272727,0.0,0.046169989506820566,0.03684210526315789,0.75,0.00495485575864347,0.7642782969885773
Küresel Yer Markalaşması ve Türkiye,Kitap > Akademik > Siyaset İnceleme,Gözde Şahin,NET KİTAPLIK YAYINCILIK,5 / 5 (1 oy),12.0,0.0,0,0.0,"490,00",10.06.2022,TÜRKÇE,308,Karton Kapak,13 x 20 cm,Kitap Kağıdı,70.0,1.0,5.0,1.0,490.0,2022.0,308.0,Akademik,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.9971671388101981,0.4829931972789116,0.04145077720207253,0.0,0.0,0.0,0.002631578947368421,1.0,0.0,0.14330218068535824
Hukuk Sosyolojisi,Kitap > Hukuk > Diğer > Kitap > Sosyoloji > Bilim,Max Weber,YARIN YAYINCILIK,4 / 5 (15 oy),289.5,17.0,1,5.0,"250,00",19.02.2016,TÜRKÇE,416,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,357.0,2.0,4.0,15.0,250.0,2016.0,416.0,Hukuk,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.45325779036827196,0.6666666666666666,1.0,0.03090909090909091,0.001937984496124031,0.005246589716684156,0.005263157894736842,0.75,0.0015415106804668576,0.739356178608515
Her Dem Yeşil,Kitap > Edebiyat > Roman (Çeviri),Şim  Hun,FİHRİST KİTAP,5 / 5 (4 oy),100.0,6.0,0,2.0,"309,50",24.11.2022,TÜRKÇE,224,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,66.0,2.0,5.0,4.0,309.5,2022.0,224.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5881019830028328,0.3401360544217687,0.3454231433506045,0.01090909090909091,0.0,0.002098635886673662,0.005263157894736842,1.0,0.00033032371724289804,0.13499480789200413
Hatırlasana,Kitap > Edebiyat > Roman (Yerli),Süleyman  Kurt,HAYY KİTAP - KAMPANYA,4 / 5 (51 oy),278.0,22.0,3,38.0,"150,00",02.04.2019,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,482.5,17.0,4.0,51.0,150.0,2019.0,136.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22662889518413593,0.19047619047619047,0.9602763385146804,0.04,0.005813953488372093,0.03987408184679958,0.04473684210526316,0.75,0.005505395287381634,0.9999999999999999
Alevler,Kitap > Bilim & Mühendislik > Diğer,Olaf Stapledon,DEDALUS KİTAP,4 / 5 (4 oy),51.0,6.0,0,4.0,"140,00",23.06.2023,TÜRKÇE,94,Karton Kapak,13 x 20 cm,Kitap Kağıdı,166.0,1.0,4.0,4.0,140.0,2023.0,94.0,Bilim & Mühendislik,0,1,3,Bilim & Mühendislik,1,0,0,0,0,0,0,0,0,0,0,0.20396600566572237,0.11904761904761904,0.17616580310880828,0.01090909090909091,0.0,0.004197271773347324,0.002631578947368421,0.75,0.00033032371724289804,0.3426791277258567
Aforizmalar,Kitap > Edebiyat > Şiir (Çeviri),Oscar Wilde,SARMAL KİTABEVİ,,24.0,0.0,0,0.0,"190,00",28.03.2023,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,22.0,0.0,5.0,5.5,190.0,2023.0,168.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.31728045325779036,0.24489795918367346,0.08290155440414507,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.04361370716510903
Kadınlar Dünyayı Çalıyor SöylüyorKuramsal Yaklaşımlar ve Deneyimler Üzerine-2,Kitap > Akademik,Kolektif,DOĞU KİTABEVİ,,5.0,0.0,0,0.0,"507,00",18.01.2024,TÜRKÇE,184,Karton Kapak,16 x 23 cm,Kitap Kağıdı,98.0,0.0,5.0,5.5,491.25,2024.0,184.0,Akademik,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,1.0,0.272108843537415,0.017271157167530225,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.20145379023883694
Tanrıyla Monologlar,Kitap > İslam > Araştırma-İnceleme,Mustafa Akça,LEJAND,5 / 5 (2 oy),10.0,2.0,0,3.0,"98,00",18.11.2021,TÜRKÇE,70,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,166.0,1.0,5.0,2.0,98.0,2021.0,70.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.10878186968838525,0.0782312925170068,0.03454231433506045,0.0036363636363636364,0.0,0.0031479538300104933,0.002631578947368421,1.0,0.00011010790574763268,0.3426791277258567
Yürek Yüreğe,Kitap > Edebiyat > Şiir (Yerli),Fulya Uludağ,KUTLU YAYINEVİ,,1.0,0.0,0,0.0,"120,00",12.07.2017,TÜRKÇE,86,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,45.0,0.0,5.0,5.5,120.0,2017.0,86.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.15864022662889515,0.1054421768707483,0.0034542314335060447,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.09138110072689512
Kaçak Aşık,Kitap > Edebiyat > Roman (Çeviri),Elizabeth Hoyt,PEGASUS YAYINLARI,5 / 5 (23 oy),131.0,19.0,0,31.0,"299,00",14.01.2020,TÜRKÇE,352,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,391.0,14.0,5.0,23.0,299.0,2020.0,352.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5578231292517006,0.45250431778929184,0.034545454545454546,0.0,0.03252885624344176,0.03684210526315789,1.0,0.002422373926447919,0.8099688473520249
Titreşimsel Ses Terapisi ile Şifa,Kitap > Kişisel Gelişim,Eileen Day McKusick,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),103.0,3.0,1,0.0,"400,00",13.02.2019,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,95.0,1.0,5.0,1.0,400.0,2019.0,288.0,Kişisel Gelişim,0,1,3,Kişisel Gelişim,0,0,0,0,0,1,0,0,0,0,0,0.7932011331444758,0.4489795918367347,0.3557858376511226,0.005454545454545455,0.001937984496124031,0.0,0.002631578947368421,1.0,0.0,0.19522326064382137
Harika Başlangıç,Kitap > Edebiyat > Roman (Çeviri),Christina Lauren,PEGASUS YAYINLARI,4 / 5 (9 oy),139.0,8.0,1,24.0,"249,00",25.08.2021,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,243.0,4.0,4.0,9.0,249.0,2021.0,208.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4509915014164305,0.3129251700680272,0.4801381692573402,0.014545454545454545,0.001937984496124031,0.025183630640083946,0.010526315789473684,0.75,0.0008808632459810614,0.5025960539979231
Suskun Kadın,Kitap > Edebiyat > Roman (Yerli),Ayşe Sökücü,TRUVA YAYINLARI,,5.0,0.0,0,3.0,"140,00",02.11.2021,TÜRKÇE,144,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,181.0,0.0,5.0,5.5,140.0,2021.0,144.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.20396600566572237,0.20408163265306123,0.017271157167530225,0.0,0.0,0.0031479538300104933,0.0,1.0,0.000495485575864347,0.37383177570093457
Resimdeki SözBalkan Naci İslimyeli'nin Yapıtına Bir Bakış,Kitap > Sanat > Resim,Nedret Öztokat Kılıçeri,SANAT KRİTİK YAYINCILIK,5 / 5 (2 oy),3.0,2.0,0,0.0,"1.550,00",29.04.2024,TÜRKÇE,192,Karton Kapak,16 x 24 cm,Kitap Kağıdı,95.0,0.0,5.0,2.0,250.0,2024.0,192.0,Sanat,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.45325779036827196,0.2857142857142857,0.010362694300518133,0.0036363636363636364,0.0,0.0,0.0,1.0,0.00011010790574763268,0.19522326064382137
Buyruğu Çiğnemek,Kitap > Edebiyat > Roman (Çeviri),Toson Şimazaki,FİHRİST KİTAP,5 / 5 (13 oy),76.0,11.0,1,9.0,"369,50",27.07.2022,TÜRKÇE,272,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,64.0,8.0,5.0,13.0,369.5,2022.0,272.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.7240793201133144,0.42176870748299317,0.2625215889464594,0.02,0.001937984496124031,0.00944386149003148,0.021052631578947368,1.0,0.0013212948689715921,0.1308411214953271
Karga Kız,Kitap > Edebiyat > Roman (Çeviri),Erik Axl Sund,PEGASUS YAYINLARI,4 / 5 (42 oy),289.5,37.0,4,48.0,"299,00",10.07.2018,TÜRKÇE,432,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,347.0,16.0,4.0,42.0,299.0,2018.0,432.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.693877551020408,1.0,0.06727272727272728,0.007751937984496124,0.05036726128016789,0.042105263157894736,0.75,0.00451442413565294,0.7185877466251297
Belgesel Sinema Yazıları,Kitap > Sinema-Tiyatro > Senaryo (Yerli),Beril Ekşioğlu Sarılar,URZENİ,5 / 5 (1 oy),27.0,3.0,0,0.0,"270,00",16.11.2021,TÜRKÇE,257,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,29.0,0.0,5.0,1.0,270.0,2021.0,257.0,Sinema-Tiyatro,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.49858356940509907,0.39625850340136054,0.09326424870466321,0.005454545454545455,0.0,0.0,0.0,1.0,0.0,0.05815160955347871
Adım Adım Yaratıcı Yazarlık,Kitap > Başvuru Kitapları > Diğer,Can Akkiriş,DOĞU KİTABEVİ,4 / 5 (3 oy),68.0,4.0,1,1.0,"760,00",11.01.2023,TÜRKÇE,296,Karton Kapak,20 x 28 cm,Kitap Kağıdı,179.0,1.0,4.0,3.0,491.25,2023.0,296.0,Başvuru Kitapları,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,1.0,0.46258503401360546,0.23488773747841105,0.007272727272727273,0.001937984496124031,0.001049317943336831,0.002631578947368421,0.75,0.00022021581149526536,0.36967808930425755
Hükümdar,Kitap > Edebiyat > Roman (Çeviri),Jean Gavr,TRUVA YAYINLARI,4 / 5 (7 oy),20.0,4.0,0,4.0,"460,00",14.09.2021,TÜRKÇE,592,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,29.0,1.0,4.0,7.0,460.0,2021.0,592.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.9291784702549575,0.9659863945578231,0.0690846286701209,0.007272727272727273,0.0,0.004197271773347324,0.002631578947368421,0.75,0.0006606474344857962,0.05815160955347871
Yeniden Büyük Amerika,Kitap > Siyaset > Bölgeler-Ülkeler,Donald J. Trump,PEGASUS YAYINLARI,4 / 5 (165 oy),289.5,106.0,12,80.0,"269,00",23.01.2017,TÜRKÇE,224,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,482.5,69.0,4.0,165.0,269.0,2017.0,224.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.49631728045325774,0.3401360544217687,1.0,0.19272727272727272,0.023255813953488372,0.0839454354669465,0.18157894736842106,0.75,0.01805769654261176,0.9999999999999999
Yalnız Kitap,Kitap > Edebiyat > Roman (Yerli),Orhan Tüleylioğlu,DESTEK YAYIN GRUBU-KAMPANYA,,1.0,0.0,0,0.0,"200,00",20.06.2023,TÜRKÇE,240,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,2.0,0.0,5.0,5.5,200.0,2023.0,240.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.3399433427762039,0.3673469387755102,0.0034542314335060447,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.0020768431983385254
SymzonyaBir Keşif Yolculuğu,Kitap > Edebiyat > Bilimkurgu-Fantazya,Adam  Seaborn,FİHRİST KİTAP,5 / 5 (6 oy),34.0,7.0,2,7.0,"229,50",09.03.2022,TÜRKÇE,152,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,31.0,3.0,5.0,6.0,229.5,2022.0,152.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.406798866855524,0.217687074829932,0.11744386873920552,0.012727272727272728,0.003875968992248062,0.007345225603357817,0.007894736842105263,1.0,0.0005505395287381633,0.06230529595015576
Basra'nın Şiîleşmesi,Kitap > Tarih > Araştırma-İnceleme,Ali Rıza Işın,LEJAND,,31.0,6.0,0,0.0,"230,00",11.10.2021,TÜRKÇE,228,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,148.0,0.0,5.0,5.5,230.0,2021.0,228.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.40793201133144474,0.3469387755102041,0.1070811744386874,0.01090909090909091,0.0,0.0,0.0,1.0,0.000495485575864347,0.3052959501557633
Şarap Barı Teorisi,Kitap > Kişisel Gelişim,David Gilbertson,PEGASUS YAYINLARI,4 / 5 (62 oy),289.5,56.0,2,44.0,"249,00",07.11.2016,TÜRKÇE,128,Karton Kapak,12 x 17.8 cm,Kitap Kağıdı,482.5,24.0,4.0,62.0,249.0,2016.0,128.0,Kişisel Gelişim,0,1,3,Kişisel Gelişim,0,0,0,0,0,1,0,0,0,0,0,0.4509915014164305,0.17687074829931973,1.0,0.10181818181818182,0.003875968992248062,0.046169989506820566,0.06315789473684211,0.75,0.006716582250605593,0.9999999999999999
Diriliş / Amnezi Serisi 3,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Edebiyat > Bilimkurgu-Fantazya,Jennifer Rush,PEGASUS YAYINLARI,5 / 5 (28 oy),186.0,29.0,0,46.0,"269,00",01.02.2017,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,239.0,9.0,5.0,28.0,269.0,2017.0,336.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.49631728045325774,0.5306122448979591,0.6424870466321243,0.05272727272727273,0.0,0.04826862539349423,0.02368421052631579,1.0,0.0029729134551860826,0.49428868120456904
Ölüm UykusuSarıkamış Harekatı,Kitap > Tarih > Araştırma-İnceleme,Mehmet Işık,YEDİVEREN YAYIN GRUBU - KAMPANYA,5 / 5 (9 oy),52.0,0.0,0,8.0,"219,00",23.02.2021,TÜRKÇE,218,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,71.0,3.0,5.0,9.0,219.0,2021.0,218.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.38300283286118975,0.3299319727891156,0.17962003454231432,0.0,0.0,0.008394543546694649,0.007894736842105263,1.0,0.0008808632459810614,0.14537902388369678
Yenilmiş Asilere Çiçek Verelim,Kitap > Edebiyat > Deneme (Yerli),Ahmet Özcan,YARIN YAYINCILIK,5 / 5 (3 oy),33.0,1.0,0,4.0,"210,50",17.12.2021,TÜRKÇE,229,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,53.0,1.0,5.0,3.0,210.5,2021.0,229.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.3637393767705382,0.3486394557823129,0.11398963730569947,0.0018181818181818182,0.0,0.004197271773347324,0.002631578947368421,1.0,0.00022021581149526536,0.10799584631360333
Ben Çocukken,Kitap > Çocuk Kitapları > Hikaye,Müjdat Gezen,BİLGE KÜLTÜR SANAT,4 / 5 (19 oy),44.0,8.0,3,9.0,"120,00",01.01.2010,TÜRKÇE,72,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,200.0,3.0,4.0,19.0,120.0,2010.0,72.0,Çocuk Kitapları,0,1,3,Çocuk Kitapları,0,0,0,0,0,0,0,0,0,1,0,0.15864022662889515,0.0816326530612245,0.15198618307426598,0.014545454545454545,0.005813953488372093,0.00944386149003148,0.007894736842105263,0.75,0.001981942303457388,0.4132917964693666
Harika Piç,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Christina Lauren,PEGASUS YAYINLARI,4 / 5 (144 oy),289.5,39.0,3,192.0,"299,00",25.08.2014,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,482.5,38.0,4.0,144.0,299.0,2014.0,320.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5034013605442176,1.0,0.07090909090909091,0.005813953488372093,0.20146904512067157,0.09999999999999999,0.75,0.015745430521911474,0.9999999999999999
Atatürk Milliyetçiliği,Kitap > Siyaset > Mustafa Kemal Atatürk > Kitap > Siyaset > Araştırma-İnceleme,Eriş Ülger,SARMAL KİTABEVİ,,34.0,0.0,0,0.0,"220,00",15.12.2023,TÜRKÇE,208,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,41.0,0.0,5.0,5.5,220.0,2023.0,208.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.38526912181303113,0.3129251700680272,0.11744386873920552,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.08307372793354102
Şeytan'ın Kitabı,Kitap > Edebiyat > Roman (Çeviri),Michael Cordy,BİLGE KÜLTÜR SANAT,5 / 5 (20 oy),146.0,10.0,2,26.0,"320,00",18.11.2011,TÜRKÇE,368,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,245.0,10.0,5.0,20.0,320.0,2011.0,368.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.6118980169971671,0.5850340136054422,0.5043177892918825,0.01818181818181818,0.003875968992248062,0.02728226652675761,0.02631578947368421,1.0,0.0020920502092050207,0.5067497403946002
Basının Gözünden İstanbul Teknik Üniversite’ne Dair Kısa Notlar (1944-1955),Kitap > Başvuru Kitapları > Diğer,Cüneyd Okay,DOĞU KİTABEVİ,,7.0,0.0,0,0.0,"351,00",10.05.2023,TÜRKÇE,110,Karton Kapak,19 x 28 cm,Kitap Kağıdı,14.0,0.0,5.0,5.5,351.0,2023.0,110.0,Başvuru Kitapları,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.6821529745042493,0.14625850340136054,0.024179620034542312,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.026998961578400833
İletişim KuramlarıGüç ve Etki Dinamiklerini Çözmek,Kitap > Kişisel Gelişim,Aybike Serttaş Ertike,URZENİ,5 / 5 (1 oy),20.0,1.0,2,0.0,"420,00",31.08.2023,TÜRKÇE,466,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,30.0,0.0,5.0,1.0,420.0,2023.0,466.0,Kişisel Gelişim,0,1,3,Kişisel Gelişim,0,0,0,0,0,1,0,0,0,0,0,0.838526912181303,0.7517006802721088,0.0690846286701209,0.0018181818181818182,0.003875968992248062,0.0,0.0,1.0,0.0,0.060228452751817235
Dominant,Kitap > Edebiyat > Roman (Çeviri),Tara Sue Me,PEGASUS YAYINLARI,4 / 5 (43 oy),204.0,16.0,1,47.0,"299,00",22.08.2016,TÜRKÇE,488,Karton Kapak,12 x 19 cm,Kitap Kağıdı,362.0,5.0,4.0,43.0,299.0,2016.0,488.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.7891156462585033,0.7046632124352331,0.02909090909090909,0.001937984496124031,0.04931794333683106,0.013157894736842105,0.75,0.004624532041400572,0.7497403946002076
Bu Öyküler Bitmedi,Kitap > Edebiyat > Hikaye (Yerli),Duygu Değirmenci,BANLİYÖ KİTAP,5 / 5 (3 oy),9.0,1.0,0,2.0,"166,00",10.06.2022,TÜRKÇE,160,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,199.0,2.0,5.0,3.0,166.0,2022.0,160.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.2628895184135977,0.2312925170068027,0.031088082901554404,0.0018181818181818182,0.0,0.002098635886673662,0.005263157894736842,1.0,0.00022021581149526536,0.411214953271028
Göçler ve Efsaneler / Kibele öyküleri 2,Kitap > Diğer > Mitoloji,Önder Kayhan,URZENİ,5 / 5 (3 oy),57.0,4.0,0,2.0,"240,00",22.01.2024,TÜRKÇE,210,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,21.0,1.0,5.0,3.0,240.0,2024.0,210.0,Diğer,0,1,3,Diğer,0,0,1,0,0,0,0,0,0,0,0,0.4305949008498583,0.3163265306122449,0.19689119170984454,0.007272727272727273,0.0,0.002098635886673662,0.002631578947368421,1.0,0.00022021581149526536,0.041536863966770504
